Metric,Comparison_Type,Group1,Group2,k,n,Mean1,Mean2,Grand_Mean,Group1_Deviation,Group2_Deviation,Mean_Diff,Group1_SSA,Group2_SSA,MSE_pooled,SE,Q_stat,Q_crit,p_value,Cohens_d,Significant,Lower_CI,Upper_CI
difficulty_0,Pairwise,Male,Female,4,[ 5  6 19  4],3.4,2.5,2.911764705882353,0.4882352941176471,-0.4117647058823528,0.8999999999999999,1.1918685121107269,1.0173010380622831,0.7325438596491228,0.5182657766095292,2.4660793012604794,3.8454013530425217,0.31973031315284184,1.051539747236955,False,-0.5092213309464384,2.309221330946438
difficulty_0,Pairwise,Male,Male,4,[ 5  6 19  4],3.4,2.8421052631578947,2.911764705882353,0.4882352941176471,-0.06965944272445812,0.5578947368421052,1.1918685121107269,0.09219632125295917,0.7325438596491228,0.4301903205691143,2.258011092977887,3.8454013530425217,0.39570254810579175,0.651831656181972,False,-0.6118397960429967,1.727629269727207
difficulty_0,Pairwise,Male,Female,4,[ 5  6 19  4],3.4,3.25,2.911764705882353,0.4882352941176471,0.3382352941176472,0.1499999999999999,1.1918685121107269,0.4576124567474052,0.7325438596491228,0.5741469644978585,0.37177544297921933,3.8454013530425217,0.9935002823513549,0.1752566245394924,False,-1.4111683927146907,1.7111683927146906
difficulty_0,Pairwise,Female,Male,4,[ 5  6 19  4],2.5,2.8421052631578947,2.911764705882353,-0.4117647058823528,-0.06965944272445812,-0.3421052631578947,1.0173010380622831,0.09219632125295917,0.7325438596491228,0.40080616668956903,1.413181508400542,3.8454013530425217,0.750950056538286,-0.39970809105498284,False,-1.431941067807916,0.7477305414921267
difficulty_0,Pairwise,Female,Female,4,[ 5  6 19  4],2.5,3.25,2.911764705882353,-0.4117647058823528,0.3382352941176472,-0.75,1.0173010380622831,0.4576124567474052,0.7325438596491228,0.5524731741787419,1.9594286298873151,3.8454013530425217,0.5178769078195392,-0.8762831226974626,False,-2.2522349863069366,0.7522349863069366
difficulty_0,Pairwise,Male,Female,4,[ 5  6 19  4],2.8421052631578947,3.25,2.911764705882353,-0.06965944272445812,0.3382352941176472,-0.4078947368421053,0.09219632125295917,0.4576124567474052,0.7325438596491228,0.47084063640876783,1.6161445631588318,3.8454013530425217,0.6665077645070254,-0.47657503164247966,False,-1.6881619245471093,0.8723724508628987
difficulty_0,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],3.4,2.911764705882353,2.911764705882353,0.4882352941176471,0.0,0.4882352941176471,1.1918685121107269,0.0,0.7325438596491228,0.3827646429985724,1.2755496178874288,2.0422724563012373,0.2119037421312242,0.5704431308540344,False,-0.2934743935243135,1.2699449817596076
difficulty_0,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],2.5,2.911764705882353,2.911764705882353,-0.4117647058823528,0.0,-0.4117647058823528,1.0173010380622831,0.0,0.7325438596491228,0.3494147153095499,-1.1784412271176572,2.0422724563012373,0.24788380848644564,-0.48109661638292045,False,-1.1253647547853847,0.30183534302067916
difficulty_0,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.8421052631578947,2.911764705882353,2.911764705882353,-0.06965944272445812,0.0,-0.06965944272445812,0.09219632125295917,0.0,0.7325438596491228,0.1963541188300688,-0.3547643570682805,2.0422724563012373,0.7252480066440117,-0.0813885253279376,False,-0.4706680512924078,0.33134916584349156
difficulty_0,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],3.25,2.911764705882353,2.911764705882353,0.3382352941176472,0.0,0.3382352941176472,0.4576124567474052,0.0,0.7325438596491228,0.4279438805641234,0.7903730126290841,2.0422724563012373,0.4355135910765531,0.39518650631454205,False,-0.5357427060011285,1.212213294236423
difficulty_1,Pairwise,Male,Female,4,[ 5  6 19  4],2.8,2.1666666666666665,2.411764705882353,0.388235294117647,-0.2450980392156863,0.6333333333333333,0.7536332179930794,0.36043829296424457,0.9180409356725145,0.5801853236221929,1.5501819206161347,3.8454013530425217,0.694564373844227,0.6609997919137518,False,-0.9442540182746013,2.210920684941268
difficulty_1,Pairwise,Male,Male,4,[ 5  6 19  4],2.8,2.210526315789474,2.411764705882353,0.388235294117647,-0.20123839009287892,0.5894736842105259,0.7536332179930794,0.7694409032963004,0.9180409356725145,0.4815870960867482,2.131199086194219,3.8454013530425217,0.44603334676112527,0.6152241830554585,False,-0.7200143027327337,1.8989616711537856
difficulty_1,Pairwise,Male,Female,4,[ 5  6 19  4],2.8,3.25,2.411764705882353,0.388235294117647,0.8382352941176472,-0.4500000000000002,0.7536332179930794,2.810553633217994,0.9180409356725145,0.6427428887608416,0.9962945329798418,3.8454013530425217,0.894511247667045,-0.469657746886087,False,-2.197688213336018,1.2976882133360177
difficulty_1,Pairwise,Female,Male,4,[ 5  6 19  4],2.1666666666666665,2.210526315789474,2.411764705882353,-0.2450980392156863,-0.20123839009287892,-0.043859649122807376,0.36043829296424457,0.7694409032963004,0.9180409356725145,0.4486922849736216,0.16184121718321146,3.8454013530425217,0.9994513375205684,-0.04577560885829344,False,-1.263903046841343,1.1761837485957283
difficulty_1,Pairwise,Female,Female,4,[ 5  6 19  4],2.1666666666666665,3.25,2.411764705882353,-0.2450980392156863,0.8382352941176472,-1.0833333333333335,0.36043829296424457,2.810553633217994,0.9180409356725145,0.6184796330763159,2.5282271160290457,3.8454013530425217,0.29884051398697387,-1.130657538799839,False,-2.765047100715143,0.5983804340484762
difficulty_1,Pairwise,Male,Female,4,[ 5  6 19  4],2.210526315789474,3.25,2.411764705882353,-0.20123839009287892,0.8382352941176472,-1.039473684210526,0.7694409032963004,2.810553633217994,0.9180409356725145,0.527094088281108,3.6790136207966753,3.8454013530425217,0.06472470365083771,-1.0848819299415455,False,-2.4727001601719816,0.39375279175092937
difficulty_1,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.8,2.411764705882353,2.411764705882353,0.388235294117647,0.0,0.388235294117647,0.7536332179930794,0.0,0.9180409356725145,0.42849525917389436,0.9060433827579203,2.0422724563012373,0.37213277718215254,0.4051949188821141,False,-0.48686877134885753,1.2633393595841516
difficulty_1,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],2.1666666666666665,2.411764705882353,2.411764705882353,-0.2450980392156863,0.0,-0.2450980392156863,0.36043829296424457,0.0,0.9180409356725145,0.391160865389274,-0.6265914126449499,2.0422724563012373,0.535666471312616,-0.25580487303163774,False,-1.0439551005831567,0.5537590221517841
difficulty_1,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.210526315789474,2.411764705882353,2.411764705882353,-0.20123839009287892,0.0,-0.20123839009287892,0.7694409032963004,0.0,0.9180409356725145,0.21981342994176656,-0.9154963377178156,2.0422724563012373,0.36723174420172056,-0.2100292641733443,False,-0.6501573035880505,0.24768052340229263
difficulty_1,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],3.25,2.411764705882353,2.411764705882353,0.8382352941176472,0.0,0.8382352941176472,2.810553633217994,0.0,0.9180409356725145,0.4790722637746091,1.7497053315364024,2.0422724563012373,0.09039342152274354,0.8748526657682012,False,-0.14016079476711796,1.8166313830024123
difficulty_2,Pairwise,Male,Female,4,[ 5  6 19  4],2.6,3.1666666666666665,2.5,0.10000000000000009,0.6666666666666665,-0.5666666666666664,0.050000000000000086,2.6666666666666656,0.7484795321637425,0.5238725943649902,1.536098436339767,3.8454013530425217,0.7004909507090913,-0.6549945740407428,False,-1.991133548325356,0.8578002149920232
difficulty_2,Pairwise,Male,Male,4,[ 5  6 19  4],2.6,2.3684210526315788,2.5,0.10000000000000009,-0.13157894736842124,0.23157894736842133,0.050000000000000086,0.3289473684210536,0.7484795321637425,0.4348443008943706,0.9272561751176868,3.8454013530425217,0.9127228334976742,0.2676758011559696,False,-0.9508102670414023,1.413968161778245
difficulty_2,Pairwise,Male,Female,4,[ 5  6 19  4],2.6,2.0,2.5,0.10000000000000009,-0.5,0.6000000000000001,0.050000000000000086,1.0,0.7484795321637425,0.5803583285123805,1.4711858627652115,3.8454013530425217,0.7274489375445607,0.6935236666313751,False,-0.9780577708264391,2.178057770826439
difficulty_2,Pairwise,Female,Male,4,[ 5  6 19  4],3.1666666666666665,2.3684210526315788,2.5,0.6666666666666665,-0.13157894736842124,0.7982456140350878,2.6666666666666656,0.3289473684210536,0.7484795321637425,0.40514225684507715,3.2621323955076567,3.8454013530425217,0.11908433670196572,0.9226703751967124,False,-0.3033804939994704,1.899871722069646
difficulty_2,Pairwise,Female,Female,4,[ 5  6 19  4],3.1666666666666665,2.0,2.5,0.6666666666666665,-0.5,1.1666666666666665,2.6666666666666656,1.0,0.7484795321637425,0.5584500619884402,3.015378455041277,3.8454013530425217,0.16613554220269378,1.348518240672118,False,-0.35182013130570944,2.6851534646390425
difficulty_2,Pairwise,Male,Female,4,[ 5  6 19  4],2.3684210526315788,2.0,2.5,-0.13157894736842124,-0.5,0.36842105263157876,0.3289473684210536,1.0,0.7484795321637425,0.47593438899548013,1.444120373131869,3.8454013530425217,0.7384908999430374,0.4258478654754055,False,-0.9256966054763105,1.662538710739468
difficulty_2,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.6,2.5,2.5,0.10000000000000009,0.0,0.10000000000000009,0.050000000000000086,0.0,0.7484795321637425,0.38690555234158697,0.25846101043210973,2.0422724563012373,0.7978161752004136,0.11558727777189594,False,-0.6901665527372397,0.8901665527372399
difficulty_2,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],3.1666666666666665,2.5,2.5,0.6666666666666665,0.0,0.6666666666666665,2.6666666666666656,0.0,0.7484795321637425,0.35319483106913824,1.8875323419899253,2.0422724563012373,0.06879675850756706,0.7705818518126387,False,-0.05465340853380296,1.3879867418671359
difficulty_2,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.3684210526315788,2.5,2.5,-0.13157894736842124,0.0,-0.13157894736842124,0.3289473684210536,0.0,0.7484795321637425,0.19847836050200887,-0.6629385039034997,2.0422724563012373,0.5124318092316429,-0.15208852338407367,False,-0.5369258361935014,0.2737679414566589
difficulty_2,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],2.0,2.5,2.5,-0.5,0.0,-0.5,1.0,0.0,0.7484795321637425,0.4325735579539457,-1.1558727777189584,2.0422724563012373,0.25685590137910874,-0.5779363888594792,False,-1.3834330627335705,0.38343306273357036
difficulty_3,Pairwise,Male,Female,4,[ 5  6 19  4],2.6,2.3333333333333335,2.3529411764705883,0.24705882352941178,-0.019607843137254832,0.2666666666666666,0.30519031141868513,0.0023068050749711485,1.173918128654971,0.6560767082997913,0.5772064457887468,3.8454013530425217,0.9766209682760589,0.2461216554544733,False,-1.5172776603572034,2.050610993690537
difficulty_3,Pairwise,Male,Male,4,[ 5  6 19  4],2.6,2.263157894736842,2.3529411764705883,0.24705882352941178,-0.08978328173374628,0.33684210526315805,0.30519031141868513,0.15315971589874391,1.173918128654971,0.544581298243931,1.0769563252802772,3.8454013530425217,0.8710014102857564,0.3108905121530191,False,-1.1439340072179318,1.817618217744248
difficulty_3,Pairwise,Male,Female,4,[ 5  6 19  4],2.6,2.5,2.3529411764705883,0.24705882352941178,0.1470588235294117,0.10000000000000009,0.30519031141868513,0.0865051903114186,1.173918128654971,0.7268171419929066,0.19578857801480695,3.8454013530425217,0.9990310206462899,0.09229562079542758,False,-1.8762953033374146,2.0762953033374147
difficulty_3,Pairwise,Female,Male,4,[ 5  6 19  4],2.3333333333333335,2.263157894736842,2.3529411764705883,-0.019607843137254832,-0.08978328173374628,0.07017543859649145,0.0023068050749711485,0.15315971589874391,1.173918128654971,0.5073836675618818,0.22899248890620744,3.8454013530425217,0.9984541896547695,0.06476885669854582,False,-1.3094562476391716,1.4498071248321545
difficulty_3,Pairwise,Female,Female,4,[ 5  6 19  4],2.3333333333333335,2.5,2.3529411764705883,-0.019607843137254832,0.1470588235294117,-0.16666666666666652,0.0023068050749711485,0.0865051903114186,1.173918128654971,0.6993801209687317,0.3439654702068649,3.8454013530425217,0.9948314786497593,-0.1538260346590457,False,-2.0683577089667486,1.7350243756334156
difficulty_3,Pairwise,Male,Female,4,[ 5  6 19  4],2.263157894736842,2.5,2.3529411764705883,-0.08978328173374628,0.1470588235294117,-0.23684210526315796,0.15315971589874391,0.0865051903114186,1.173918128654971,0.5960408516450814,0.7412913429063017,3.8454013530425217,0.9525842430872405,-0.21859489135759153,False,-1.8575423717339001,1.3838581612075842
difficulty_3,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.6,2.3529411764705883,2.3529411764705883,0.24705882352941178,0.0,0.24705882352941178,0.30519031141868513,0.0,1.173918128654971,0.48454476132860436,0.5098782264242943,2.0422724563012373,0.6138676347147816,0.2280244749063503,False,-0.7425135963770538,1.2366312434358773
difficulty_3,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],2.3333333333333335,2.3529411764705883,2.3529411764705883,-0.019607843137254832,0.0,-0.019607843137254832,0.0023068050749711485,0.0,1.173918128654971,0.44232682650105587,-0.04432885812592248,2.0422724563012373,0.9649360207025961,-0.018097180548122975,False,-0.9229597375834975,0.8837440513089878
difficulty_3,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.263157894736842,2.3529411764705883,2.3529411764705883,-0.08978328173374628,0.0,-0.08978328173374628,0.15315971589874391,0.0,1.173918128654971,0.24856621786970792,-0.3612046822099067,2.0422724563012373,0.7204778314458347,-0.08286603724666879,False,-0.5974232220560232,0.4178566585885306
difficulty_3,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],2.5,2.3529411764705883,2.3529411764705883,0.1470588235294117,0.0,0.1470588235294117,0.0865051903114186,0.0,1.173918128654971,0.5417375122360854,0.27145770822184545,2.0422724563012373,0.7878983263030779,0.13572885411092273,False,-0.9593167762554999,1.2534344233143233
difficulty_4,Pairwise,Male,Female,4,[ 5  6 19  4],2.6,2.6666666666666665,2.5,0.10000000000000009,0.16666666666666652,-0.06666666666666643,0.050000000000000086,0.16666666666666635,1.005497076023392,0.6071921122746713,0.15591922939505987,3.8454013530425217,0.9995091992742672,-0.06648418280128303,False,-1.7176884304374338,1.584355097104101
difficulty_4,Pairwise,Male,Male,4,[ 5  6 19  4],2.6,2.4210526315789473,2.5,0.10000000000000009,-0.07894736842105265,0.17894736842105274,0.050000000000000086,0.11842105263157902,1.005497076023392,0.5040042796869404,0.6181950640092105,3.8454013530425217,0.9715610833273154,0.17845754330870783,False,-1.191495392568448,1.5493901294105534
difficulty_4,Pairwise,Male,Female,4,[ 5  6 19  4],2.6,2.5,2.5,0.10000000000000009,0.0,0.10000000000000009,0.050000000000000086,0.0,1.005497076023392,0.6726616416970173,0.2115513742519506,3.8454013530425217,0.9987792512004872,0.099726274201925,False,-1.729040574876843,1.929040574876843
difficulty_4,Pairwise,Female,Male,4,[ 5  6 19  4],2.6666666666666665,2.4210526315789473,2.5,0.16666666666666652,-0.07894736842105265,0.24561403508771917,0.16666666666666635,0.11842105263157902,1.005497076023392,0.46957826263783964,0.8659997776395627,3.8454013530425217,0.9273501295756899,0.24494172610999085,False,-1.0312206202643728,1.5224486904398111
difficulty_4,Pairwise,Female,Female,4,[ 5  6 19  4],2.6666666666666665,2.5,2.5,0.16666666666666652,0.0,0.16666666666666652,0.16666666666666635,0.0,1.005497076023392,0.6472689665121808,0.37165788043047904,3.8454013530425217,0.9935063303117888,0.16621045700320802,False,-1.5933284471064886,1.9266617804398216
difficulty_4,Pairwise,Male,Female,4,[ 5  6 19  4],2.4210526315789473,2.5,2.5,-0.07894736842105265,0.0,-0.07894736842105265,0.11842105263157902,0.0,1.005497076023392,0.5516295566264748,0.26699072353621867,3.8454013530425217,0.9975593861381917,-0.07873126910678284,False,-1.5788884663342913,1.420993729492186
difficulty_4,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.6,2.5,2.5,0.10000000000000009,0.0,0.10000000000000009,0.050000000000000086,0.0,1.005497076023392,0.44844109446467817,0.2229947282582878,2.0422724563012373,0.8250510083487979,0.099726274201925,False,-0.8158388954987934,1.0158388954987936
difficulty_4,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],2.6666666666666665,2.5,2.5,0.16666666666666652,0.0,0.16666666666666652,0.16666666666666635,0.0,1.005497076023392,0.4093688385843488,0.40713080957266246,2.0422724563012373,0.686802349337996,0.16621045700320802,False,-0.6693760368421763,1.0027093701755092
difficulty_4,vs_Pooled,Male,Pooled,4,[ 5  6 19  4],2.4210526315789473,2.5,2.5,-0.07894736842105265,0.0,-0.07894736842105265,0.11842105263157902,0.0,1.005497076023392,0.2300454275530667,-0.34318164573317217,2.0422724563012373,0.7338551461972762,-0.07873126910678284,False,-0.5487628088107226,0.3908680719686172
difficulty_4,vs_Pooled,Female,Pooled,4,[ 5  6 19  4],2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,1.005497076023392,0.5013723855637124,0.0,2.0422724563012373,1.0,0.0,False,-1.023939013386814,1.023939013386814
difficulty_4,Pairwise,ALL,ALL,4,[25 30 95 20],2.8,2.566666666666667,2.5352941176470587,0.2647058823529411,0.031372549019608176,0.23333333333333295,1.7517301038062278,0.02952710495963154,0.9200274783343898,0.259747342131776,1.275682896782386,3.670230795938713,0.8037543985316559,0.24326318356449028,False,-0.44077467950141247,0.9074413461680784
difficulty_4,Pairwise,ALL,ALL,4,[25 30 95 20],2.8,2.4210526315789473,2.5352941176470587,0.2647058823529411,-0.11424148606811135,0.3789473684210525,1.7517301038062278,1.2398561282097957,0.9200274783343898,0.2156051922039832,3.0602303740930026,3.670230795938713,0.1377220450014024,0.39507404248067646,False,-0.18060094680192063,0.9384956836440256
difficulty_4,Pairwise,ALL,ALL,4,[25 30 95 20],2.8,2.7,2.5352941176470587,0.2647058823529411,0.16470588235294148,0.09999999999999964,1.7517301038062278,0.54256055363322,0.9200274783343898,0.28775418858827245,0.4945279698819166,3.670230795938713,0.9852727670152359,0.10425565009906707,False,-0.6467926434284963,0.8467926434284956
difficulty_4,Pairwise,ALL,ALL,4,[25 30 95 20],2.566666666666667,2.4210526315789473,2.5352941176470587,0.031372549019608176,-0.11424148606811135,0.14561403508771953,0.02952710495963154,1.2398561282097957,0.9200274783343898,0.20087827752917253,1.2001702193040729,3.670230795938713,0.8310454050661835,0.15181085891618618,False,-0.3757143272181339,0.666942397393573
difficulty_4,Pairwise,ALL,ALL,4,[25 30 95 20],2.566666666666667,2.7,2.5352941176470587,0.031372549019608176,0.16470588235294148,-0.1333333333333333,0.02952710495963154,0.54256055363322,0.9200274783343898,0.27689159706980243,0.6950376673271161,3.670230795938713,0.9609056558633229,-0.13900753346542322,False,-0.8519348895204573,0.5852682228537907
difficulty_4,Pairwise,ALL,ALL,4,[25 30 95 20],2.4210526315789473,2.7,2.5352941176470587,-0.11424148606811135,0.16470588235294148,-0.27894736842105283,1.2398561282097957,0.54256055363322,0.9200274783343898,0.2359785449753016,2.2052396462690544,3.670230795938713,0.4047538248677377,-0.2908183923816094,False,-0.8913695272750695,0.3334747904329638
difficulty_4,vs_Pooled,ALL,Pooled,4,[25 30 95 20],2.8,2.5352941176470587,2.5352941176470587,0.2647058823529411,0.0,0.2647058823529411,1.7517301038062278,0.0,0.9200274783343898,0.19183612572551498,1.379854192487657,1.9743577636521854,0.16948723820929557,0.2759708384975314,False,-0.11404726182218611,0.6434590265280684
difficulty_4,vs_Pooled,ALL,Pooled,4,[25 30 95 20],2.566666666666667,2.5352941176470587,2.5352941176470587,0.031372549019608176,0.0,0.031372549019608176,0.02952710495963154,0.0,0.9200274783343898,0.1751216223404361,0.1791472040992174,1.9743577636521854,0.8580405895911902,0.03270765493304111,False,-0.3143801856315978,0.37712528367081416
difficulty_4,vs_Pooled,ALL,Pooled,4,[25 30 95 20],2.4210526315789473,2.5352941176470587,2.5352941176470587,-0.11424148606811135,0.0,-0.11424148606811135,1.2398561282097957,0.0,0.9200274783343898,0.09840985607113216,-1.1608744350315465,1.9743577636521854,0.24735963914333325,-0.11910320398314506,False,-0.30853774942204526,0.08005477728582258
difficulty_4,vs_Pooled,ALL,Pooled,4,[25 30 95 20],2.7,2.5352941176470587,2.5352941176470587,0.16470588235294148,0.0,0.16470588235294148,0.54256055363322,0.0,0.9200274783343898,0.21447930883122385,0.7679336680562989,1.9743577636521854,0.44361759715043503,0.17171518839846434,False,-0.25875300618074004,0.588164770886623
